ID	SEX	POP	POP_SIMPLE	COUNTRY	SUPERPOP	CONTINENT
HG03660	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03663	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03667	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03668	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03672	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03673	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03679	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03680	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03681	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03684	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03685	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03686	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03687	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03689	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03690	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03691	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03692	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03693	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03694	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03695	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03696	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03697	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03698	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03702	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03703	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03705	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03706	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03708	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03709	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03711	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03713	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03714	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03716	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03717	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03718	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03720	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03722	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03727	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03729	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03730	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03731	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03733	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03736	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03738	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03740	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03741	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03742	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03743	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03744	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03745	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03746	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03750	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03752	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03753	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03754	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03755	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03756	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03757	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03760	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03762	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03765	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03767	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03770	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03771	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03772	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03773	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03774	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03775	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03777	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03778	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03779	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03780	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03781	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03782	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03784	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03785	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03786	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03787	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03788	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03789	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03790	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03792	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03793	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03796	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03800	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03802	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03803	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03805	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03808	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03809	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03812	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03814	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03815	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03817	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03821	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03823	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03824	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03826	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03829	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03830	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03832	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03833	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03836	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03837	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03838	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03844	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03846	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03848	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03849	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03850	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03851	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03854	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03856	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03857	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03858	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03861	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03862	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03863	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03864	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03866	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03867	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03868	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03869	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03870	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03871	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03872	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03873	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03874	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03875	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03882	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03884	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03885	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03886	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03887	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03888	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03890	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03894	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03895	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03896	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03897	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03898	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03899	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03900	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03902	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03905	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03907	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03908	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03910	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03911	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03913	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03914	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03916	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03917	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03919	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03920	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03922	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03925	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03926	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03928	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03931	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03934	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03937	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03940	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03941	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03943	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03944	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03945	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03947	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03949	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03950	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03951	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03953	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03955	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03960	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03963	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03965	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03967	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03968	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03969	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03971	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03973	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03974	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03976	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03977	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03978	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG03985	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03986	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03989	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03990	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03991	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03995	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03998	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03999	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04001	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04002	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04003	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04006	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04014	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04015	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04017	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04018	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04019	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04020	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04022	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04023	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04025	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04026	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04029	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04033	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04035	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04038	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04039	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04042	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04047	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04054	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04056	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04059	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04060	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04061	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04062	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04063	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04070	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04075	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04076	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04080	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04090	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04093	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04094	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04096	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04098	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04099	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04100	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04106	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04107	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04118	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04131	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04134	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04140	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04141	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04144	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04146	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04152	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04153	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04155	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04156	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04158	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04159	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04161	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04162	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04164	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04171	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04173	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04176	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04177	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04180	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04182	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04183	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04185	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04186	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04188	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04189	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04194	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04195	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG04198	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04200	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04202	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04206	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04209	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04210	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04211	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04212	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04214	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04216	F	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04219	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04222	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04225	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04227	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04229	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG04235	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04238	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
HG04239	M	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia
NA06984	M	CEU	European	United_States	EUR	Europe
NA06985	F	CEU	European	United_States	EUR	Europe
NA06986	M	CEU	European	United_States	EUR	Europe
NA06989	F	CEU	European	United_States	EUR	Europe
NA06994	M	CEU	European	United_States	EUR	Europe
NA07000	F	CEU	European	United_States	EUR	Europe
NA07037	F	CEU	European	United_States	EUR	Europe
NA07048	M	CEU	European	United_States	EUR	Europe
NA07051	M	CEU	European	United_States	EUR	Europe
NA07056	F	CEU	European	United_States	EUR	Europe
NA07347	M	CEU	European	United_States	EUR	Europe
NA07357	M	CEU	European	United_States	EUR	Europe
NA10847	F	CEU	European	United_States	EUR	Europe
NA10851	M	CEU	European	United_States	EUR	Europe
NA11829	M	CEU	European	United_States	EUR	Europe
NA11830	F	CEU	European	United_States	EUR	Europe
NA11831	M	CEU	European	United_States	EUR	Europe
NA11832	F	CEU	European	United_States	EUR	Europe
NA11840	F	CEU	European	United_States	EUR	Europe
NA11843	M	CEU	European	United_States	EUR	Europe
NA11881	M	CEU	European	United_States	EUR	Europe
NA11892	F	CEU	European	United_States	EUR	Europe
NA11893	M	CEU	European	United_States	EUR	Europe
NA11894	F	CEU	European	United_States	EUR	Europe
NA11918	F	CEU	European	United_States	EUR	Europe
NA11919	M	CEU	European	United_States	EUR	Europe
NA11920	F	CEU	European	United_States	EUR	Europe
NA11930	M	CEU	European	United_States	EUR	Europe
NA11931	F	CEU	European	United_States	EUR	Europe
NA11932	M	CEU	European	United_States	EUR	Europe
NA11933	F	CEU	European	United_States	EUR	Europe
NA11992	M	CEU	European	United_States	EUR	Europe
NA11994	M	CEU	European	United_States	EUR	Europe
NA11995	F	CEU	European	United_States	EUR	Europe
NA12003	M	CEU	European	United_States	EUR	Europe
NA12004	F	CEU	European	United_States	EUR	Europe
NA12005	M	CEU	European	United_States	EUR	Europe
NA12006	F	CEU	European	United_States	EUR	Europe
NA12043	M	CEU	European	United_States	EUR	Europe
NA12044	F	CEU	European	United_States	EUR	Europe
NA12045	M	CEU	European	United_States	EUR	Europe
NA12046	F	CEU	European	United_States	EUR	Europe
NA12058	F	CEU	European	United_States	EUR	Europe
NA12144	M	CEU	European	United_States	EUR	Europe
NA12154	M	CEU	European	United_States	EUR	Europe
NA12155	M	CEU	European	United_States	EUR	Europe
NA12156	F	CEU	European	United_States	EUR	Europe
NA12234	F	CEU	European	United_States	EUR	Europe
NA12249	F	CEU	European	United_States	EUR	Europe
NA12272	M	CEU	European	United_States	EUR	Europe
NA12273	F	CEU	European	United_States	EUR	Europe
NA12275	F	CEU	European	United_States	EUR	Europe
NA12282	M	CEU	European	United_States	EUR	Europe
NA12283	F	CEU	European	United_States	EUR	Europe
NA12286	M	CEU	European	United_States	EUR	Europe
NA12287	F	CEU	European	United_States	EUR	Europe
NA12340	M	CEU	European	United_States	EUR	Europe
NA12341	F	CEU	European	United_States	EUR	Europe
NA12342	M	CEU	European	United_States	EUR	Europe
NA12347	M	CEU	European	United_States	EUR	Europe
NA12348	F	CEU	European	United_States	EUR	Europe
NA12383	F	CEU	European	United_States	EUR	Europe
NA12399	M	CEU	European	United_States	EUR	Europe
NA12400	F	CEU	European	United_States	EUR	Europe
NA12413	M	CEU	European	United_States	EUR	Europe
NA12414	F	CEU	European	United_States	EUR	Europe
NA12489	F	CEU	European	United_States	EUR	Europe
NA12546	M	CEU	European	United_States	EUR	Europe
NA12716	M	CEU	European	United_States	EUR	Europe
NA12717	F	CEU	European	United_States	EUR	Europe
NA12718	F	CEU	European	United_States	EUR	Europe
NA12748	M	CEU	European	United_States	EUR	Europe
NA12749	F	CEU	European	United_States	EUR	Europe
NA12750	M	CEU	European	United_States	EUR	Europe
NA12751	F	CEU	European	United_States	EUR	Europe
NA12760	M	CEU	European	United_States	EUR	Europe
NA12761	F	CEU	European	United_States	EUR	Europe
NA12762	M	CEU	European	United_States	EUR	Europe
NA12763	F	CEU	European	United_States	EUR	Europe
NA12775	M	CEU	European	United_States	EUR	Europe
NA12776	F	CEU	European	United_States	EUR	Europe
NA12777	M	CEU	European	United_States	EUR	Europe
NA12778	F	CEU	European	United_States	EUR	Europe
NA12812	M	CEU	European	United_States	EUR	Europe
NA12813	F	CEU	European	United_States	EUR	Europe
NA12814	M	CEU	European	United_States	EUR	Europe
NA12815	F	CEU	European	United_States	EUR	Europe
NA12827	M	CEU	European	United_States	EUR	Europe
NA12828	F	CEU	European	United_States	EUR	Europe
NA12829	M	CEU	European	United_States	EUR	Europe
NA12830	F	CEU	European	United_States	EUR	Europe
NA12842	M	CEU	European	United_States	EUR	Europe
NA12843	F	CEU	European	United_States	EUR	Europe
NA12872	M	CEU	European	United_States	EUR	Europe
NA12873	F	CEU	European	United_States	EUR	Europe
NA12874	M	CEU	European	United_States	EUR	Europe
NA12878	F	CEU	European	United_States	EUR	Europe
NA12889	M	CEU	European	United_States	EUR	Europe
NA12890	F	CEU	European	United_States	EUR	Europe
NA18486	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18488	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18489	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18498	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18499	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18501	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18502	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18504	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18505	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18507	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18508	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18510	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18511	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18516	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18517	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18519	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18520	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18522	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18523	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18525	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18526	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18528	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18530	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18531	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18532	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18533	F	CHB	Han_Chinese	China	EAS	East_Asia
