ID	SEX	POP	POP_SIMPLE	COUNTRY	SUPERPOP	CONTINENT
HG01392	M	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01393	F	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01395	M	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01396	F	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01398	M	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01402	M	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01403	F	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01405	M	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01412	M	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01413	M	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01414	F	PUR	Puerto_Rican	Puerto_Rico	AMR	America
HG01431	M	CLM	Colombians	Colombia	AMR	America
HG01432	F	CLM	Colombians	Colombia	AMR	America
HG01435	F	CLM	Colombians	Colombia	AMR	America
HG01437	M	CLM	Colombians	Colombia	AMR	America
HG01438	F	CLM	Colombians	Colombia	AMR	America
HG01440	M	CLM	Colombians	Colombia	AMR	America
HG01441	F	CLM	Colombians	Colombia	AMR	America
HG01443	M	CLM	Colombians	Colombia	AMR	America
HG01444	F	CLM	Colombians	Colombia	AMR	America
HG01447	F	CLM	Colombians	Colombia	AMR	America
HG01455	M	CLM	Colombians	Colombia	AMR	America
HG01456	F	CLM	Colombians	Colombia	AMR	America
HG01459	F	CLM	Colombians	Colombia	AMR	America
HG01461	M	CLM	Colombians	Colombia	AMR	America
HG01462	F	CLM	Colombians	Colombia	AMR	America
HG01464	M	CLM	Colombians	Colombia	AMR	America
HG01465	F	CLM	Colombians	Colombia	AMR	America
HG01468	F	CLM	Colombians	Colombia	AMR	America
HG01474	F	CLM	Colombians	Colombia	AMR	America
HG01479	M	CLM	Colombians	Colombia	AMR	America
HG01485	M	CLM	Colombians	Colombia	AMR	America
HG01486	F	CLM	Colombians	Colombia	AMR	America
HG01488	M	CLM	Colombians	Colombia	AMR	America
HG01489	F	CLM	Colombians	Colombia	AMR	America
HG01491	M	CLM	Colombians	Colombia	AMR	America
HG01492	F	CLM	Colombians	Colombia	AMR	America
HG01494	M	CLM	Colombians	Colombia	AMR	America
HG01495	F	CLM	Colombians	Colombia	AMR	America
HG01497	M	CLM	Colombians	Colombia	AMR	America
HG01498	F	CLM	Colombians	Colombia	AMR	America
HG01500	M	IBS	Iberian	Spain	EUR	Europe
HG01501	F	IBS	Iberian	Spain	EUR	Europe
HG01503	M	IBS	Iberian	Spain	EUR	Europe
HG01504	F	IBS	Iberian	Spain	EUR	Europe
HG01506	M	IBS	Iberian	Spain	EUR	Europe
HG01507	F	IBS	Iberian	Spain	EUR	Europe
HG01509	M	IBS	Iberian	Spain	EUR	Europe
HG01510	F	IBS	Iberian	Spain	EUR	Europe
HG01512	M	IBS	Iberian	Spain	EUR	Europe
HG01513	F	IBS	Iberian	Spain	EUR	Europe
HG01515	M	IBS	Iberian	Spain	EUR	Europe
HG01516	F	IBS	Iberian	Spain	EUR	Europe
HG01518	M	IBS	Iberian	Spain	EUR	Europe
HG01519	F	IBS	Iberian	Spain	EUR	Europe
HG01521	M	IBS	Iberian	Spain	EUR	Europe
HG01522	F	IBS	Iberian	Spain	EUR	Europe
HG01524	M	IBS	Iberian	Spain	EUR	Europe
HG01525	F	IBS	Iberian	Spain	EUR	Europe
HG01527	M	IBS	Iberian	Spain	EUR	Europe
HG01528	F	IBS	Iberian	Spain	EUR	Europe
HG01530	M	IBS	Iberian	Spain	EUR	Europe
HG01531	F	IBS	Iberian	Spain	EUR	Europe
HG01536	M	IBS	Iberian	Spain	EUR	Europe
HG01537	F	IBS	Iberian	Spain	EUR	Europe
HG01550	M	CLM	Colombians	Colombia	AMR	America
HG01551	F	CLM	Colombians	Colombia	AMR	America
HG01556	M	CLM	Colombians	Colombia	AMR	America
HG01565	M	PEL	Peruvian	Peru	AMR	America
HG01566	F	PEL	Peruvian	Peru	AMR	America
HG01571	M	PEL	Peruvian	Peru	AMR	America
HG01572	F	PEL	Peruvian	Peru	AMR	America
HG01577	M	PEL	Peruvian	Peru	AMR	America
HG01578	F	PEL	Peruvian	Peru	AMR	America
HG01583	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG01586	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG01589	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG01593	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG01595	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01596	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01597	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01598	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01599	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01600	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01602	F	IBS	Iberian	Spain	EUR	Europe
HG01603	M	IBS	Iberian	Spain	EUR	Europe
HG01605	F	IBS	Iberian	Spain	EUR	Europe
HG01606	M	IBS	Iberian	Spain	EUR	Europe
HG01607	F	IBS	Iberian	Spain	EUR	Europe
HG01608	M	IBS	Iberian	Spain	EUR	Europe
HG01610	M	IBS	Iberian	Spain	EUR	Europe
HG01612	F	IBS	Iberian	Spain	EUR	Europe
HG01613	F	IBS	Iberian	Spain	EUR	Europe
HG01615	M	IBS	Iberian	Spain	EUR	Europe
HG01617	M	IBS	Iberian	Spain	EUR	Europe
HG01618	F	IBS	Iberian	Spain	EUR	Europe
HG01619	M	IBS	Iberian	Spain	EUR	Europe
HG01620	F	IBS	Iberian	Spain	EUR	Europe
HG01623	F	IBS	Iberian	Spain	EUR	Europe
HG01624	M	IBS	Iberian	Spain	EUR	Europe
HG01625	M	IBS	Iberian	Spain	EUR	Europe
HG01626	F	IBS	Iberian	Spain	EUR	Europe
HG01628	F	IBS	Iberian	Spain	EUR	Europe
HG01630	M	IBS	Iberian	Spain	EUR	Europe
HG01631	M	IBS	Iberian	Spain	EUR	Europe
HG01632	F	IBS	Iberian	Spain	EUR	Europe
HG01668	F	IBS	Iberian	Spain	EUR	Europe
HG01669	M	IBS	Iberian	Spain	EUR	Europe
HG01670	F	IBS	Iberian	Spain	EUR	Europe
HG01672	M	IBS	Iberian	Spain	EUR	Europe
HG01673	F	IBS	Iberian	Spain	EUR	Europe
HG01675	M	IBS	Iberian	Spain	EUR	Europe
HG01676	F	IBS	Iberian	Spain	EUR	Europe
HG01678	M	IBS	Iberian	Spain	EUR	Europe
HG01679	F	IBS	Iberian	Spain	EUR	Europe
HG01680	M	IBS	Iberian	Spain	EUR	Europe
HG01682	M	IBS	Iberian	Spain	EUR	Europe
HG01684	F	IBS	Iberian	Spain	EUR	Europe
HG01685	F	IBS	Iberian	Spain	EUR	Europe
HG01686	M	IBS	Iberian	Spain	EUR	Europe
HG01694	M	IBS	Iberian	Spain	EUR	Europe
HG01695	F	IBS	Iberian	Spain	EUR	Europe
HG01697	F	IBS	Iberian	Spain	EUR	Europe
HG01699	M	IBS	Iberian	Spain	EUR	Europe
HG01700	M	IBS	Iberian	Spain	EUR	Europe
HG01702	F	IBS	Iberian	Spain	EUR	Europe
HG01704	F	IBS	Iberian	Spain	EUR	Europe
HG01705	M	IBS	Iberian	Spain	EUR	Europe
HG01707	F	IBS	Iberian	Spain	EUR	Europe
HG01708	M	IBS	Iberian	Spain	EUR	Europe
HG01709	M	IBS	Iberian	Spain	EUR	Europe
HG01710	F	IBS	Iberian	Spain	EUR	Europe
HG01746	F	IBS	Iberian	Spain	EUR	Europe
HG01747	M	IBS	Iberian	Spain	EUR	Europe
HG01756	M	IBS	Iberian	Spain	EUR	Europe
HG01757	F	IBS	Iberian	Spain	EUR	Europe
HG01761	M	IBS	Iberian	Spain	EUR	Europe
HG01762	F	IBS	Iberian	Spain	EUR	Europe
HG01765	M	IBS	Iberian	Spain	EUR	Europe
HG01766	F	IBS	Iberian	Spain	EUR	Europe
HG01767	M	IBS	Iberian	Spain	EUR	Europe
HG01768	F	IBS	Iberian	Spain	EUR	Europe
HG01770	F	IBS	Iberian	Spain	EUR	Europe
HG01771	M	IBS	Iberian	Spain	EUR	Europe
HG01773	F	IBS	Iberian	Spain	EUR	Europe
HG01775	M	IBS	Iberian	Spain	EUR	Europe
HG01776	F	IBS	Iberian	Spain	EUR	Europe
HG01777	M	IBS	Iberian	Spain	EUR	Europe
HG01779	F	IBS	Iberian	Spain	EUR	Europe
HG01781	M	IBS	Iberian	Spain	EUR	Europe
HG01783	M	IBS	Iberian	Spain	EUR	Europe
HG01784	F	IBS	Iberian	Spain	EUR	Europe
HG01785	M	IBS	Iberian	Spain	EUR	Europe
HG01786	F	IBS	Iberian	Spain	EUR	Europe
HG01789	M	GBR	British	United_Kingdom	EUR	Europe
HG01790	F	GBR	British	United_Kingdom	EUR	Europe
HG01791	M	GBR	British	United_Kingdom	EUR	Europe
HG01794	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01795	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01796	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01797	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01798	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01799	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01800	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01801	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01802	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01804	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01805	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01806	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01807	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01808	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01809	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01810	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG01811	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG01812	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01813	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01815	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01816	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG01817	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG01840	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01841	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01842	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01843	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01844	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01845	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01846	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01847	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01848	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01849	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01850	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01851	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01852	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01853	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01855	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01857	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01858	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01859	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01860	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01861	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01862	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01863	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01864	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01865	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01866	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01867	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01868	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01869	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01870	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01871	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01872	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01873	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG01874	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01878	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG01879	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01880	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01882	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01883	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01885	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01886	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01889	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01890	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01892	M	PEL	Peruvian	Peru	AMR	America
HG01893	F	PEL	Peruvian	Peru	AMR	America
HG01894	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01896	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01912	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01914	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01915	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01917	M	PEL	Peruvian	Peru	AMR	America
HG01918	F	PEL	Peruvian	Peru	AMR	America
HG01920	M	PEL	Peruvian	Peru	AMR	America
HG01921	F	PEL	Peruvian	Peru	AMR	America
HG01923	M	PEL	Peruvian	Peru	AMR	America
HG01924	F	PEL	Peruvian	Peru	AMR	America
HG01926	M	PEL	Peruvian	Peru	AMR	America
HG01927	F	PEL	Peruvian	Peru	AMR	America
HG01932	M	PEL	Peruvian	Peru	AMR	America
HG01933	F	PEL	Peruvian	Peru	AMR	America
HG01935	M	PEL	Peruvian	Peru	AMR	America
HG01936	F	PEL	Peruvian	Peru	AMR	America
HG01938	M	PEL	Peruvian	Peru	AMR	America
HG01939	F	PEL	Peruvian	Peru	AMR	America
HG01941	M	PEL	Peruvian	Peru	AMR	America
HG01942	F	PEL	Peruvian	Peru	AMR	America
HG01944	M	PEL	Peruvian	Peru	AMR	America
HG01945	F	PEL	Peruvian	Peru	AMR	America
HG01947	M	PEL	Peruvian	Peru	AMR	America
HG01948	F	PEL	Peruvian	Peru	AMR	America
HG01950	M	PEL	Peruvian	Peru	AMR	America
HG01951	F	PEL	Peruvian	Peru	AMR	America
HG01953	M	PEL	Peruvian	Peru	AMR	America
HG01954	F	PEL	Peruvian	Peru	AMR	America
HG01956	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01958	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01961	M	PEL	Peruvian	Peru	AMR	America
HG01965	F	PEL	Peruvian	Peru	AMR	America
HG01967	M	PEL	Peruvian	Peru	AMR	America
HG01968	F	PEL	Peruvian	Peru	AMR	America
HG01970	M	PEL	Peruvian	Peru	AMR	America
HG01971	F	PEL	Peruvian	Peru	AMR	America
HG01973	F	PEL	Peruvian	Peru	AMR	America
HG01974	M	PEL	Peruvian	Peru	AMR	America
HG01976	F	PEL	Peruvian	Peru	AMR	America
HG01977	M	PEL	Peruvian	Peru	AMR	America
HG01979	M	PEL	Peruvian	Peru	AMR	America
HG01980	F	PEL	Peruvian	Peru	AMR	America
HG01982	M	PEL	Peruvian	Peru	AMR	America
HG01985	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01986	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01988	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01989	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG01990	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG01991	M	PEL	Peruvian	Peru	AMR	America
HG01992	F	PEL	Peruvian	Peru	AMR	America
HG01997	F	PEL	Peruvian	Peru	AMR	America
HG02002	M	PEL	Peruvian	Peru	AMR	America
HG02003	F	PEL	Peruvian	Peru	AMR	America
HG02006	F	PEL	Peruvian	Peru	AMR	America
HG02008	M	PEL	Peruvian	Peru	AMR	America
HG02009	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02010	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02012	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02013	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02014	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02016	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02017	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02019	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02020	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02023	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02025	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02026	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02028	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02029	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02031	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02032	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02035	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02040	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02047	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02048	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02049	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02050	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02051	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02052	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02053	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02054	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02057	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02058	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02060	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02061	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02064	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02067	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02069	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02070	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02072	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02073	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02075	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02076	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02078	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02079	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02081	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02082	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02084	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02085	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02086	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02087	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02088	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02089	F	PEL	Peruvian	Peru	AMR	America
HG02090	M	PEL	Peruvian	Peru	AMR	America
HG02095	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02102	F	PEL	Peruvian	Peru	AMR	America
HG02104	M	PEL	Peruvian	Peru	AMR	America
HG02105	F	PEL	Peruvian	Peru	AMR	America
HG02107	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02108	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02111	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02113	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02116	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02121	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02122	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02127	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02128	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02130	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02131	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02133	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02134	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02136	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02137	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02138	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02139	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02140	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02141	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02142	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02143	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02144	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02146	M	PEL	Peruvian	Peru	AMR	America
HG02147	F	PEL	Peruvian	Peru	AMR	America
HG02150	M	PEL	Peruvian	Peru	AMR	America
HG02151	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02152	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02153	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02154	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02155	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02156	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02164	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02165	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02166	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02178	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02179	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02180	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02181	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02182	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02184	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02185	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02186	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02187	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02188	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02190	F	CDX	Chinese_Dai	China	EAS	East_Asia
HG02215	F	GBR	British	United_Kingdom	EUR	Europe
HG02219	M	IBS	Iberian	Spain	EUR	Europe
HG02220	F	IBS	Iberian	Spain	EUR	Europe
HG02221	M	IBS	Iberian	Spain	EUR	Europe
HG02223	F	IBS	Iberian	Spain	EUR	Europe
HG02224	M	IBS	Iberian	Spain	EUR	Europe
HG02230	F	IBS	Iberian	Spain	EUR	Europe
HG02231	M	IBS	Iberian	Spain	EUR	Europe
HG02232	F	IBS	Iberian	Spain	EUR	Europe
HG02233	M	IBS	Iberian	Spain	EUR	Europe
HG02235	F	IBS	Iberian	Spain	EUR	Europe
HG02236	M	IBS	Iberian	Spain	EUR	Europe
HG02238	M	IBS	Iberian	Spain	EUR	Europe
HG02239	F	IBS	Iberian	Spain	EUR	Europe
HG02250	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02252	F	PEL	Peruvian	Peru	AMR	America
HG02253	M	PEL	Peruvian	Peru	AMR	America
HG02255	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02256	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02259	M	PEL	Peruvian	Peru	AMR	America
HG02260	F	PEL	Peruvian	Peru	AMR	America
HG02262	M	PEL	Peruvian	Peru	AMR	America
HG02265	M	PEL	Peruvian	Peru	AMR	America
HG02266	F	PEL	Peruvian	Peru	AMR	America
HG02271	M	PEL	Peruvian	Peru	AMR	America
HG02272	F	PEL	Peruvian	Peru	AMR	America
HG02274	M	PEL	Peruvian	Peru	AMR	America
HG02275	F	PEL	Peruvian	Peru	AMR	America
HG02277	M	PEL	Peruvian	Peru	AMR	America
HG02278	F	PEL	Peruvian	Peru	AMR	America
HG02281	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02282	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02283	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02284	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02285	M	PEL	Peruvian	Peru	AMR	America
HG02286	F	PEL	Peruvian	Peru	AMR	America
HG02291	M	PEL	Peruvian	Peru	AMR	America
HG02292	F	PEL	Peruvian	Peru	AMR	America
HG02298	F	PEL	Peruvian	Peru	AMR	America
HG02299	M	PEL	Peruvian	Peru	AMR	America
HG02301	F	PEL	Peruvian	Peru	AMR	America
HG02304	M	PEL	Peruvian	Peru	AMR	America
HG02307	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02308	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02309	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02312	F	PEL	Peruvian	Peru	AMR	America
HG02314	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02315	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02317	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02318	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02322	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02323	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02325	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02330	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02332	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02334	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02337	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02339	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02343	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02345	F	PEL	Peruvian	Peru	AMR	America
HG02348	F	PEL	Peruvian	Peru	AMR	America
HG02351	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02353	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02355	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02356	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02360	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02364	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02367	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02371	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02373	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02374	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02375	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02379	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02380	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02382	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02383	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02384	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02385	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02386	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02389	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02390	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02391	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02392	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02394	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02395	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02396	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02397	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02398	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02399	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02401	M	CDX	Chinese_Dai	China	EAS	East_Asia
